DATAFLOW,LAST UPDATE,freq,acl00,frequenc,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 54 years,Percentage,Slovakia,2011,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 54 years,Percentage,Türkiye,2007,2.1,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 54 years,Percentage,Türkiye,2011,1.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 54 years,Percentage,United Kingdom,2011,17.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Austria,2007,7.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Austria,2011,6.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Belgium,2007,5.7,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Bulgaria,2007,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Bulgaria,2011,1.5,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Cyprus,2007,2.7,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Cyprus,2011,3.8,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Czechia,2007,3.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Czechia,2011,4.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Germany,2011,6.1,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Estonia,2007,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Estonia,2011,2.0,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Greece,2007,7.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Greece,2011,4.1,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Spain,2007,17.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Finland,2007,4.6,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Finland,2011,6.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Croatia,2007,3.0,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Hungary,2007,1.7,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Hungary,2011,7.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Italy,2007,7.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Italy,2011,10.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Lithuania,2007,2.2,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Lithuania,2011,2.3,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Luxembourg,2011,17.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Latvia,2007,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Latvia,2011,1.9,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Malta,2011,5.8,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Poland,2007,3.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Poland,2011,5.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Portugal,2007,4.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Portugal,2011,6.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Romania,2007,1.0,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Romania,2011,0.9,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Serbia,2011,1.6,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Slovenia,2007,2.8,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Slovenia,2011,2.4,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Slovakia,2007,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Slovakia,2011,3.2,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Türkiye,2007,1.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,Türkiye,2011,1.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 45 to 64 years,Percentage,United Kingdom,2011,14.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Austria,2007,5.3,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Austria,2011,5.4,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Belgium,2007,4.4,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Bulgaria,2007,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Bulgaria,2011,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Cyprus,2007,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Cyprus,2011,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Czechia,2007,2.1,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Czechia,2011,3.7,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Germany,2011,5.8,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Estonia,2007,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Estonia,2011,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Greece,2007,4.2,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Greece,2011,3.8,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Spain,2007,14.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Finland,2007,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Finland,2011,4.6,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Croatia,2007,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Hungary,2007,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Hungary,2011,7.0,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Italy,2007,5.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Italy,2011,7.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Lithuania,2007,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Lithuania,2011,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Luxembourg,2011,19.3,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Latvia,2007,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Latvia,2011,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Malta,2011,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Poland,2007,2.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Poland,2011,4.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Portugal,2007,3.7,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Portugal,2011,4.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Romania,2007,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Romania,2011,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Serbia,2011,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Slovenia,2007,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Slovenia,2011,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Slovakia,2007,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Slovakia,2011,,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Türkiye,2007,1.7,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,Türkiye,2011,1.1,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Females,From 55 to 64 years,Percentage,United Kingdom,2011,11.7,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Austria,2007,21.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Austria,2011,17.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Belgium,2007,13.1,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Bulgaria,2007,8.0,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Bulgaria,2011,6.9,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Cyprus,2007,17.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Cyprus,2011,10.0,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Czechia,2007,18.7,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Czechia,2011,16.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Germany,2011,14.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Estonia,2007,10.0,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Estonia,2011,26.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Greece,2007,14.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Greece,2011,7.7,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Spain,2007,37.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Finland,2007,13.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Finland,2011,14.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Croatia,2007,11.9,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Hungary,2007,11.7,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Hungary,2011,12.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Italy,2007,24.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Italy,2011,22.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Lithuania,2007,14.4,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Lithuania,2011,12.2,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Luxembourg,2011,20.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Latvia,2007,13.1,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Latvia,2011,11.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Malta,2011,19.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Poland,2007,12.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Poland,2011,16.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Portugal,2007,23.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Portugal,2011,20.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Romania,2007,5.0,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Romania,2011,4.8,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Serbia,2011,9.2,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Slovenia,2007,14.1,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Slovenia,2011,15.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Slovakia,2007,11.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Slovakia,2011,13.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Türkiye,2007,7.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,Türkiye,2011,10.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 34 years,Percentage,United Kingdom,2011,33.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Austria,2007,15.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Austria,2011,14.0,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Belgium,2007,10.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Bulgaria,2007,5.9,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Bulgaria,2011,5.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Cyprus,2007,12.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Cyprus,2011,8.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Czechia,2007,14.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Czechia,2011,13.0,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Germany,2011,10.0,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Estonia,2007,6.4,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Estonia,2011,19.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Greece,2007,9.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Greece,2011,7.1,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Spain,2007,31.1,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Finland,2007,11.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Finland,2011,10.8,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Croatia,2007,8.9,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Hungary,2007,8.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Hungary,2011,10.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Italy,2007,17.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Italy,2011,16.1,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Lithuania,2007,7.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Lithuania,2011,8.5,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Luxembourg,2011,16.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Latvia,2007,8.6,u,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Latvia,2011,9.0,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Malta,2011,17.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Poland,2007,9.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Poland,2011,12.9,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Portugal,2007,15.6,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Portugal,2011,15.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Romania,2007,3.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Romania,2011,3.3,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Serbia,2011,7.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Slovenia,2007,12.2,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Slovenia,2011,11.4,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Slovakia,2007,7.7,,
ESTAT:CULT_PCS_CAA(1.0),26/02/16 23:00:00,Annual,Cinema,More than 6 times,Males,From 25 to 44 years,Percentage,Slovakia,2011,9.8,,
